# sparlectra-measurements v1
# case: sp_case60.scf.json
# generator: Sparlectra measurement generator, seed=20260960
# noise: gaussian per-type stddev (measurementStdDevs)
type,bus,from_bus,to_bus,branch_nr,link_nr,direction,value,sigma,active,id
VmMeas,Rosswik_110,,,,,,1.014732114236306,0.005,true,Vm_bus_17
PinjMeas,Rosswik_110,,,,,,1.2145736887208496,1.0,true,Pinj_bus_17
QinjMeas,Rosswik_110,,,,,,1.030756918865465,1.0,true,Qinj_bus_17
VmMeas,Nordtal_110,,,,,,1.0202093794120326,0.005,true,Vm_bus_18
PinjMeas,Nordtal_110,,,,,,0.5295953367638083,1.0,true,Pinj_bus_18
QinjMeas,Nordtal_110,,,,,,-1.2032329844376177,1.0,true,Qinj_bus_18
VmMeas,Sandbrok_110,,,,,,0.9853669560164571,0.005,true,Vm_bus_19
PinjMeas,Sandbrok_110,,,,,,-13.087530365644044,1.0,true,Pinj_bus_19
QinjMeas,Sandbrok_110,,,,,,-3.9555974647363574,1.0,true,Qinj_bus_19
VmMeas,Altbach_110,,,,,,0.9761755554646712,0.005,true,Vm_bus_20
PinjMeas,Altbach_110,,,,,,0.014328599188653177,1.0,true,Pinj_bus_20
QinjMeas,Altbach_110,,,,,,-0.36140225593039405,1.0,true,Qinj_bus_20
VmMeas,Neubach_110b,,,,,,1.01905162785006,0.005,true,Vm_bus_21
PinjMeas,Neubach_110b,,,,,,11.862219131410123,1.0,true,Pinj_bus_21
QinjMeas,Neubach_110b,,,,,,-2.301066272484356,1.0,true,Qinj_bus_21
VmMeas,Neuberg_110,,,,,,0.9727727028867954,0.005,true,Vm_bus_22
PinjMeas,Neuberg_110,,,,,,-1.2362242040668998,1.0,true,Pinj_bus_22
QinjMeas,Neuberg_110,,,,,,1.2334980997777834,1.0,true,Qinj_bus_22
VmMeas,Oberfeld_110,,,,,,0.986749011363012,0.005,true,Vm_bus_23
PinjMeas,Oberfeld_110,,,,,,-0.31774170909806315,1.0,true,Pinj_bus_23
QinjMeas,Oberfeld_110,,,,,,0.3842089677773977,1.0,true,Qinj_bus_23
VmMeas,Ostdorf_110,,,,,,0.995642497772801,0.005,true,Vm_bus_24
PinjMeas,Ostdorf_110,,,,,,-25.429053766388712,1.0,true,Pinj_bus_24
QinjMeas,Ostdorf_110,,,,,,-8.721675266144794,1.0,true,Qinj_bus_24
VmMeas,Westtal_110,,,,,,1.0189994662241877,0.005,true,Vm_bus_25
PinjMeas,Westtal_110,,,,,,39.861435763990706,1.0,true,Pinj_bus_25
QinjMeas,Westtal_110,,,,,,5.237700957876098,1.0,true,Qinj_bus_25
VmMeas,Nordsee_110,,,,,,0.9928906681254122,0.005,true,Vm_bus_26
PinjMeas,Nordsee_110,,,,,,-0.23766979722217632,1.0,true,Pinj_bus_26
QinjMeas,Nordsee_110,,,,,,-0.4700131642525919,1.0,true,Qinj_bus_26
VmMeas,Waldhof_110,,,,,,0.9647191893347051,0.005,true,Vm_bus_27
PinjMeas,Waldhof_110,,,,,,0.6215700462753703,1.0,true,Pinj_bus_27
QinjMeas,Waldhof_110,,,,,,-0.287052599444066,1.0,true,Qinj_bus_27
VmMeas,Steineck_110,,,,,,0.9657467001900198,0.005,true,Vm_bus_28
PinjMeas,Steineck_110,,,,,,-19.223059272105928,1.0,true,Pinj_bus_28
QinjMeas,Steineck_110,,,,,,-6.520296044887782,1.0,true,Qinj_bus_28
VmMeas,Lindkamp_110,,,,,,0.9655058038649926,0.005,true,Vm_bus_29
PinjMeas,Lindkamp_110,,,,,,-0.8354262508502402,1.0,true,Pinj_bus_29
QinjMeas,Lindkamp_110,,,,,,0.2502201173690548,1.0,true,Qinj_bus_29
VmMeas,Birkheim_110,,,,,,1.0082397265657796,0.005,true,Vm_bus_30
PinjMeas,Birkheim_110,,,,,,-12.304407280256438,1.0,true,Pinj_bus_30
QinjMeas,Birkheim_110,,,,,,-2.6015418445943563,1.0,true,Qinj_bus_30
VmMeas,Eichmoor_110,,,,,,1.0181107312985023,0.005,true,Vm_bus_31
PinjMeas,Eichmoor_110,,,,,,-1.1508223830192985,1.0,true,Pinj_bus_31
QinjMeas,Eichmoor_110,,,,,,-1.1989980214966223,1.0,true,Qinj_bus_31
VmMeas,Falkloh_110,,,,,,0.9396418059398226,0.005,true,Vm_bus_32
PinjMeas,Falkloh_110,,,,,,-9.753787909757717,1.0,true,Pinj_bus_32
QinjMeas,Falkloh_110,,,,,,-2.552282439897737,1.0,true,Qinj_bus_32
VmMeas,Bornried_110,,,,,,0.9426118839166727,0.005,true,Vm_bus_33
PinjMeas,Bornried_110,,,,,,1.1103950133740088,1.0,true,Pinj_bus_33
QinjMeas,Bornried_110,,,,,,0.030414400233482658,1.0,true,Qinj_bus_33
VmMeas,Steinhof_20,,,,,,1.0319687401612168,0.005,true,Vm_bus_34
PinjMeas,Steinhof_20,,,,,,0.7888678453111725,1.0,true,Pinj_bus_34
QinjMeas,Steinhof_20,,,,,,0.06083664314872302,1.0,true,Qinj_bus_34
VmMeas,Holtwik_20,,,,,,1.0112403050873962,0.005,true,Vm_bus_35
PinjMeas,Holtwik_20,,,,,,-2.289093078822034,1.0,true,Pinj_bus_35
QinjMeas,Holtwik_20,,,,,,-0.5629050439186571,1.0,true,Qinj_bus_35
VmMeas,Rossbrok_20,,,,,,1.005187719679593,0.005,true,Vm_bus_36
PinjMeas,Rossbrok_20,,,,,,0.9743599873209698,1.0,true,Pinj_bus_36
QinjMeas,Rossbrok_20,,,,,,-2.1525924924225124,1.0,true,Qinj_bus_36
VmMeas,Altberg_20,,,,,,0.9950520978644558,0.005,true,Vm_bus_37
PinjMeas,Altberg_20,,,,,,-1.457007763864956,1.0,true,Pinj_bus_37
QinjMeas,Altberg_20,,,,,,-0.871668979375089,1.0,true,Qinj_bus_37
VmMeas,Neufeld_20,,,,,,0.991274237411081,0.005,true,Vm_bus_38
PinjMeas,Neufeld_20,,,,,,-2.7571860030168285,1.0,true,Pinj_bus_38
QinjMeas,Neufeld_20,,,,,,-2.0542473649333193,1.0,true,Qinj_bus_38
VmMeas,Oberdorf_20,,,,,,0.9859387444936958,0.005,true,Vm_bus_39
PinjMeas,Oberdorf_20,,,,,,-3.3565298856573427,1.0,true,Pinj_bus_39
QinjMeas,Oberdorf_20,,,,,,-0.21589409461553388,1.0,true,Qinj_bus_39
VmMeas,Osttal_20,,,,,,0.9987295124453989,0.005,true,Vm_bus_40
PinjMeas,Osttal_20,,,,,,3.5043288634150564,1.0,true,Pinj_bus_40
QinjMeas,Osttal_20,,,,,,0.5884093034246631,1.0,true,Qinj_bus_40
VmMeas,Westsee_20,,,,,,0.9903536335224975,0.005,true,Vm_bus_41
PinjMeas,Westsee_20,,,,,,-2.7294913643007948,1.0,true,Pinj_bus_41
QinjMeas,Westsee_20,,,,,,-0.7955131219712429,1.0,true,Qinj_bus_41
VmMeas,Nordhof_20,,,,,,1.01413805993445,0.005,true,Vm_bus_42
PinjMeas,Nordhof_20,,,,,,-3.228911747430238,1.0,true,Pinj_bus_42
QinjMeas,Nordhof_20,,,,,,-1.9381326936852497,1.0,true,Qinj_bus_42
VmMeas,Waldeck_20,,,,,,1.0105986384920944,0.005,true,Vm_bus_43
PinjMeas,Waldeck_20,,,,,,1.8207039194535328,1.0,true,Pinj_bus_43
QinjMeas,Waldeck_20,,,,,,0.8509734207908204,1.0,true,Qinj_bus_43
VmMeas,Steinkamp_20,,,,,,1.0085362280093222,0.005,true,Vm_bus_44
PinjMeas,Steinkamp_20,,,,,,-5.0770403942870335,1.0,true,Pinj_bus_44
QinjMeas,Steinkamp_20,,,,,,0.5261424301927786,1.0,true,Qinj_bus_44
VmMeas,Lindheim_20,,,,,,0.9998359494629018,0.005,true,Vm_bus_45
PinjMeas,Lindheim_20,,,,,,-1.9027513373421678,1.0,true,Pinj_bus_45
QinjMeas,Lindheim_20,,,,,,0.16122390348989457,1.0,true,Qinj_bus_45
VmMeas,Birkmoor_20,,,,,,0.9948645960402406,0.005,true,Vm_bus_46
PinjMeas,Birkmoor_20,,,,,,-3.6328756739717893,1.0,true,Pinj_bus_46
QinjMeas,Birkmoor_20,,,,,,0.1618643455042168,1.0,true,Qinj_bus_46
VmMeas,Falkried_20,,,,,,0.9880215857695953,0.005,true,Vm_bus_47
PinjMeas,Falkried_20,,,,,,3.1096914701058505,1.0,true,Pinj_bus_47
QinjMeas,Falkried_20,,,,,,1.769492532058672,1.0,true,Qinj_bus_47
VmMeas,Bornwik_20,,,,,,0.9863489658201613,0.005,true,Vm_bus_48
PinjMeas,Bornwik_20,,,,,,-2.6318467924760283,1.0,true,Pinj_bus_48
QinjMeas,Bornwik_20,,,,,,-2.3550163097472967,1.0,true,Qinj_bus_48
VmMeas,Waldhof_20,,,,,,0.9628377790025,0.005,true,Vm_bus_49
PinjMeas,Waldhof_20,,,,,,0.46098930341346067,1.0,true,Pinj_bus_49
QinjMeas,Waldhof_20,,,,,,-0.2703776069782526,1.0,true,Qinj_bus_49
VmMeas,Holtbrok_20,,,,,,0.9542306111980513,0.005,true,Vm_bus_50
PinjMeas,Holtbrok_20,,,,,,-4.350649093024398,1.0,true,Pinj_bus_50
QinjMeas,Holtbrok_20,,,,,,-0.7738733101019594,1.0,true,Qinj_bus_50
VmMeas,Rossau_20,,,,,,0.9469011876435257,0.005,true,Vm_bus_51
PinjMeas,Rossau_20,,,,,,-0.4720904725016099,1.0,true,Pinj_bus_51
QinjMeas,Rossau_20,,,,,,0.136688533289139,1.0,true,Qinj_bus_51
VmMeas,Sandbach_20,,,,,,0.9312947065468608,0.005,true,Vm_bus_52
PinjMeas,Sandbach_20,,,,,,-0.44411252742811236,1.0,true,Pinj_bus_52
QinjMeas,Sandbach_20,,,,,,-0.8301235658839748,1.0,true,Qinj_bus_52
VmMeas,Altfeld_20,,,,,,0.9273709407595312,0.005,true,Vm_bus_53
PinjMeas,Altfeld_20,,,,,,1.660695072179383,1.0,true,Pinj_bus_53
QinjMeas,Altfeld_20,,,,,,-0.31842670588528055,1.0,true,Qinj_bus_53
VmMeas,Neudorf_20,,,,,,0.9361168903099414,0.005,true,Vm_bus_54
PinjMeas,Neudorf_20,,,,,,-2.4855211033653495,1.0,true,Pinj_bus_54
QinjMeas,Neudorf_20,,,,,,-1.3522534761902225,1.0,true,Qinj_bus_54
VmMeas,Obertal_20,,,,,,0.9516949604961519,0.005,true,Vm_bus_55
PinjMeas,Obertal_20,,,,,,-0.8362276488194654,1.0,true,Pinj_bus_55
QinjMeas,Obertal_20,,,,,,1.4995360761512786,1.0,true,Qinj_bus_55
VmMeas,Ostsee_20,,,,,,0.9489551619214387,0.005,true,Vm_bus_56
PinjMeas,Ostsee_20,,,,,,-2.657966720431597,1.0,true,Pinj_bus_56
QinjMeas,Ostsee_20,,,,,,-0.23697246812948192,1.0,true,Qinj_bus_56
VmMeas,Westhof_20,,,,,,0.9575146132606582,0.005,true,Vm_bus_57
PinjMeas,Westhof_20,,,,,,2.9392819682550715,1.0,true,Pinj_bus_57
QinjMeas,Westhof_20,,,,,,-1.3011165433304783,1.0,true,Qinj_bus_57
VmMeas,Nordeck_20,,,,,,0.9290377837251187,0.005,true,Vm_bus_58
PinjMeas,Nordeck_20,,,,,,-1.5787370696523453,1.0,true,Pinj_bus_58
QinjMeas,Nordeck_20,,,,,,-0.062348581605589426,1.0,true,Qinj_bus_58
VmMeas,Waldkamp_20,,,,,,0.9274807212050246,0.005,true,Vm_bus_59
PinjMeas,Waldkamp_20,,,,,,-0.19505709972463214,1.0,true,Pinj_bus_59
QinjMeas,Waldkamp_20,,,,,,2.0021870260835546,1.0,true,Qinj_bus_59
VmMeas,Steinheim_20,,,,,,0.933036070875691,0.005,true,Vm_bus_60
PinjMeas,Steinheim_20,,,,,,-2.1998621849572944,1.0,true,Pinj_bus_60
QinjMeas,Steinheim_20,,,,,,-1.4643674354177216,1.0,true,Qinj_bus_60
PflowMeas,,Altau_220,Neubach_220,1,,from,-2.5625150456653465,1.0,true,Pflow_branch_1_from
PflowMeas,,Altau_220,Neubach_220,1,,to,4.508265448849252,1.0,true,Pflow_branch_1_to
PflowMeas,,Altau_220,Neubach_220,2,,from,-3.1193070359436175,1.0,true,Pflow_branch_2_from
PflowMeas,,Altau_220,Neubach_220,2,,to,3.8155993515682547,1.0,true,Pflow_branch_2_to
PflowMeas,,Neubach_220,Oberberg_220,3,,from,-23.132558648219593,1.0,true,Pflow_branch_3_from
PflowMeas,,Neubach_220,Oberberg_220,3,,to,22.605899498664495,1.0,true,Pflow_branch_3_to
PflowMeas,,Neubach_220,Oberberg_220,4,,from,-25.492432130362342,1.0,true,Pflow_branch_4_from
PflowMeas,,Neubach_220,Oberberg_220,4,,to,23.20027110221181,1.0,true,Pflow_branch_4_to
PflowMeas,,Oberberg_220,Ostfeld_220,5,,from,-22.944275397928745,1.0,true,Pflow_branch_5_from
PflowMeas,,Oberberg_220,Ostfeld_220,5,,to,22.623421010932034,1.0,true,Pflow_branch_5_to
PflowMeas,,Oberberg_220,Ostfeld_220,6,,from,-23.015656976893187,1.0,true,Pflow_branch_6_from
PflowMeas,,Oberberg_220,Ostfeld_220,6,,to,22.399146340904753,1.0,true,Pflow_branch_6_to
PflowMeas,,Ostfeld_220,Westdorf_220,7,,from,38.001442941183136,1.0,true,Pflow_branch_7_from
PflowMeas,,Ostfeld_220,Westdorf_220,7,,to,-34.32394756818359,1.0,true,Pflow_branch_7_to
PflowMeas,,Ostfeld_220,Westdorf_220,8,,from,36.91925290204849,1.0,true,Pflow_branch_8_from
PflowMeas,,Ostfeld_220,Westdorf_220,8,,to,-35.3357406290203,1.0,true,Pflow_branch_8_to
PflowMeas,,Westdorf_220,Nordtal_220,9,,from,10.231916800412417,1.0,true,Pflow_branch_9_from
PflowMeas,,Westdorf_220,Nordtal_220,9,,to,-10.34151957797359,1.0,true,Pflow_branch_9_to
PflowMeas,,Westdorf_220,Nordtal_220,10,,from,8.05584034339937,1.0,true,Pflow_branch_10_from
PflowMeas,,Westdorf_220,Nordtal_220,10,,to,-8.775966996052347,1.0,true,Pflow_branch_10_to
PflowMeas,,Nordtal_220,Altau_220,11,,from,2.161084830217863,1.0,true,Pflow_branch_11_from
PflowMeas,,Nordtal_220,Altau_220,11,,to,-3.117452502817525,1.0,true,Pflow_branch_11_to
PflowMeas,,Nordtal_220,Altau_220,12,,from,4.135604348790811,1.0,true,Pflow_branch_12_from
PflowMeas,,Nordtal_220,Altau_220,12,,to,-3.644773806945822,1.0,true,Pflow_branch_12_to
PflowMeas,,Waldsee_110,Steinhof_110,13,,from,3.371157464426687,1.0,true,Pflow_branch_13_from
PflowMeas,,Waldsee_110,Steinhof_110,13,,to,-4.776254159090805,1.0,true,Pflow_branch_13_to
PflowMeas,,Steinhof_110,Lindeck_110,14,,from,-8.940008944281818,1.0,true,Pflow_branch_14_from
PflowMeas,,Steinhof_110,Lindeck_110,14,,to,6.8236873387063595,1.0,true,Pflow_branch_14_to
PflowMeas,,Lindeck_110,Birkkamp_110,15,,from,5.47246228461647,1.0,true,Pflow_branch_15_from
PflowMeas,,Lindeck_110,Birkkamp_110,15,,to,-5.970350575951927,1.0,true,Pflow_branch_15_to
PflowMeas,,Birkkamp_110,Eichheim_110,16,,from,16.48064426671516,1.0,true,Pflow_branch_16_from
PflowMeas,,Birkkamp_110,Eichheim_110,16,,to,-14.158928845241848,1.0,true,Pflow_branch_16_to
PflowMeas,,Eichheim_110,Falkmoor_110,17,,from,-3.82568424274881,1.0,true,Pflow_branch_17_from
PflowMeas,,Eichheim_110,Falkmoor_110,17,,to,3.1913233250483732,1.0,true,Pflow_branch_17_to
PflowMeas,,Falkmoor_110,Westdorf_110,18,,from,-27.67665973394789,1.0,true,Pflow_branch_18_from
PflowMeas,,Falkmoor_110,Westdorf_110,18,,to,27.333747509959306,1.0,true,Pflow_branch_18_to
PflowMeas,,Westdorf_110,Bornloh_110,19,,from,22.09971205448028,1.0,true,Pflow_branch_19_from
PflowMeas,,Westdorf_110,Bornloh_110,19,,to,-20.070015823938203,1.0,true,Pflow_branch_19_to
PflowMeas,,Bornloh_110,Holtried_110,20,,from,0.3942062752360229,1.0,true,Pflow_branch_20_from
PflowMeas,,Bornloh_110,Holtried_110,20,,to,-1.4645282071212355,1.0,true,Pflow_branch_20_to
PflowMeas,,Holtried_110,Neubach_110,21,,from,-18.549805038909312,1.0,true,Pflow_branch_21_from
PflowMeas,,Holtried_110,Neubach_110,21,,to,20.43475221681525,1.0,true,Pflow_branch_21_to
PflowMeas,,Waldsee_110,Rosswik_110,22,,from,16.577182311233987,1.0,true,Pflow_branch_22_from
PflowMeas,,Waldsee_110,Rosswik_110,22,,to,-16.998030699802747,1.0,true,Pflow_branch_22_to
PflowMeas,,Rosswik_110,Eichheim_110,23,,from,0.6597978921128835,1.0,true,Pflow_branch_23_from
PflowMeas,,Rosswik_110,Eichheim_110,23,,to,-2.0886384502627626,1.0,true,Pflow_branch_23_to
PflowMeas,,Lindeck_110,Nordtal_110,24,,from,-11.833299086875755,1.0,true,Pflow_branch_24_from
PflowMeas,,Lindeck_110,Nordtal_110,24,,to,12.107820422674335,1.0,true,Pflow_branch_24_to
PflowMeas,,Rosswik_110,Sandbrok_110,25,,from,13.936520169008467,1.0,true,Pflow_branch_25_from
PflowMeas,,Rosswik_110,Sandbrok_110,25,,to,-14.633141276567672,1.0,true,Pflow_branch_25_to
PflowMeas,,Sandbrok_110,Altbach_110,26,,from,-0.597863017276544,1.0,true,Pflow_branch_26_from
PflowMeas,,Sandbrok_110,Altbach_110,26,,to,0.19276814497138062,1.0,true,Pflow_branch_26_to
PflowMeas,,Holtried_110,Altbach_110,27,,from,20.434466172148134,1.0,true,Pflow_branch_27_from
PflowMeas,,Holtried_110,Altbach_110,27,,to,-20.958137211095558,1.0,true,Pflow_branch_27_to
PflowMeas,,Neubach_110,Waldsee_110,28,,from,10.510623923739875,1.0,true,Pflow_branch_28_from
PflowMeas,,Neubach_110,Waldsee_110,28,,to,-10.217466657236109,1.0,true,Pflow_branch_28_to
PflowMeas,,Neubach_110b,Waldsee_110,29,,from,10.3405448604432,1.0,true,Pflow_branch_29_from
PflowMeas,,Neubach_110b,Waldsee_110,29,,to,-10.41859495908798,1.0,true,Pflow_branch_29_to
PflowMeas,,Eichheim_110,Altbach_110,30,,from,21.25323220421389,1.0,true,Pflow_branch_30_from
PflowMeas,,Eichheim_110,Altbach_110,30,,to,-20.16099360924428,1.0,true,Pflow_branch_30_to
PflowMeas,,Neuberg_110,Oberfeld_110,31,,from,7.567198311597123,1.0,true,Pflow_branch_31_from
PflowMeas,,Neuberg_110,Oberfeld_110,31,,to,-7.579079036121622,1.0,true,Pflow_branch_31_to
PflowMeas,,Oberfeld_110,Ostdorf_110,32,,from,6.471704134079563,1.0,true,Pflow_branch_32_from
PflowMeas,,Oberfeld_110,Ostdorf_110,32,,to,-6.324121094391352,1.0,true,Pflow_branch_32_to
PflowMeas,,Ostdorf_110,Westtal_110,33,,from,-18.278114393692036,1.0,true,Pflow_branch_33_from
PflowMeas,,Ostdorf_110,Westtal_110,33,,to,18.40612967861557,1.0,true,Pflow_branch_33_to
PflowMeas,,Westtal_110,Nordsee_110,34,,from,11.082706592914546,1.0,true,Pflow_branch_34_from
PflowMeas,,Westtal_110,Nordsee_110,34,,to,-10.554019198731794,1.0,true,Pflow_branch_34_to
PflowMeas,,Nordsee_110,Waldhof_110,35,,from,10.98985155490111,1.0,true,Pflow_branch_35_from
PflowMeas,,Nordsee_110,Waldhof_110,35,,to,-9.986344296696407,1.0,true,Pflow_branch_35_to
PflowMeas,,Waldhof_110,Steineck_110,36,,from,7.363322901433943,1.0,true,Pflow_branch_36_from
PflowMeas,,Waldhof_110,Steineck_110,36,,to,-8.406214791340387,1.0,true,Pflow_branch_36_to
PflowMeas,,Steineck_110,Lindkamp_110,37,,from,-12.880800072054276,1.0,true,Pflow_branch_37_from
PflowMeas,,Steineck_110,Lindkamp_110,37,,to,12.379623801878664,1.0,true,Pflow_branch_37_to
PflowMeas,,Lindkamp_110,Neuberg_110,38,,from,-13.05146130259711,1.0,true,Pflow_branch_38_from
PflowMeas,,Lindkamp_110,Neuberg_110,38,,to,12.874663310604669,1.0,true,Pflow_branch_38_to
PflowMeas,,Westtal_110,Birkheim_110,39,,from,11.78378233833894,1.0,true,Pflow_branch_39_from
PflowMeas,,Westtal_110,Birkheim_110,39,,to,-12.473631889837666,1.0,true,Pflow_branch_39_to
PflowMeas,,Birkheim_110,Eichmoor_110,40,,from,0.8156652544966595,1.0,true,Pflow_branch_40_from
PflowMeas,,Birkheim_110,Eichmoor_110,40,,to,-1.01449264695451,1.0,true,Pflow_branch_40_to
PflowMeas,,Waldhof_110,Falkloh_110,41,,from,10.554450980019844,1.0,true,Pflow_branch_41_from
PflowMeas,,Waldhof_110,Falkloh_110,41,,to,-11.401302478530688,1.0,true,Pflow_branch_41_to
PflowMeas,,Falkloh_110,Bornried_110,42,,from,-1.0750407636706376,1.0,true,Pflow_branch_42_from
PflowMeas,,Falkloh_110,Bornried_110,42,,to,-1.8118951438087305,1.0,true,Pflow_branch_42_to
PflowMeas,,Neuberg_110,Waldhof_110,43,,from,18.156890500626684,1.0,true,Pflow_branch_43_from
PflowMeas,,Neuberg_110,Waldhof_110,43,,to,-16.603163343370444,1.0,true,Pflow_branch_43_to
PflowMeas,,Altbach_110,Neuberg_110,44,,from,38.7730338775629,1.0,true,Pflow_branch_44_from
PflowMeas,,Altbach_110,Neuberg_110,44,,to,-38.674498267491835,1.0,true,Pflow_branch_44_to
PflowMeas,,Steinhof_20,Holtwik_20,45,,from,10.727906627732382,1.0,true,Pflow_branch_45_from
PflowMeas,,Steinhof_20,Holtwik_20,45,,to,-10.900639039581428,1.0,true,Pflow_branch_45_to
PflowMeas,,Holtwik_20,Rossbrok_20,46,,from,6.005120982260744,1.0,true,Pflow_branch_46_from
PflowMeas,,Holtwik_20,Rossbrok_20,46,,to,-6.963129736467597,1.0,true,Pflow_branch_46_to
PflowMeas,,Rossbrok_20,Altberg_20,47,,from,7.348203691838989,1.0,true,Pflow_branch_47_from
PflowMeas,,Rossbrok_20,Altberg_20,47,,to,-7.016896577535387,1.0,true,Pflow_branch_47_to
PflowMeas,,Altberg_20,Neufeld_20,48,,from,2.6416219513738217,1.0,true,Pflow_branch_48_from
PflowMeas,,Altberg_20,Neufeld_20,48,,to,-6.039164211141536,1.0,true,Pflow_branch_48_to
PflowMeas,,Neufeld_20,Oberdorf_20,49,,from,0.4759441667148654,1.0,true,Pflow_branch_49_from
PflowMeas,,Neufeld_20,Oberdorf_20,49,,to,-3.7766442511513674,1.0,true,Pflow_branch_49_to
PflowMeas,,Oberdorf_20,Osttal_20,50,,from,0.09021037885385552,1.0,true,Pflow_branch_50_from
PflowMeas,,Oberdorf_20,Osttal_20,50,,to,1.2785728030469623,1.0,true,Pflow_branch_50_to
PflowMeas,,Osttal_20,Westsee_20,51,,from,2.960700035453004,1.0,true,Pflow_branch_51_from
PflowMeas,,Osttal_20,Westsee_20,51,,to,-1.8354102790627924,1.0,true,Pflow_branch_51_to
PflowMeas,,Holtwik_20,Nordhof_20,52,,from,3.214152716208104,1.0,true,Pflow_branch_52_from
PflowMeas,,Holtwik_20,Nordhof_20,52,,to,-2.2065960056888803,1.0,true,Pflow_branch_52_to
