# sparlectra-measurements v1
# case: sp_case188.scf.json
# generator: Sparlectra measurement generator, seed=20260988
# noise: gaussian per-type stddev (measurementStdDevs)
type,bus,from_bus,to_bus,branch_nr,link_nr,direction,value,sigma,active,id
QinjMeas,Neutal_110,,,,,,-0.9141260613701708,1.0,true,Qinj_bus_12
VmMeas,Obersee_110,,,,,,0.9798365368259081,0.005,true,Vm_bus_13
PinjMeas,Obersee_110,,,,,,-0.5934052185282916,1.0,true,Pinj_bus_13
QinjMeas,Obersee_110,,,,,,-0.004982992620278238,1.0,true,Qinj_bus_13
VmMeas,Osthof_110,,,,,,1.015551159610047,0.005,true,Vm_bus_14
PinjMeas,Osthof_110,,,,,,13.775984371968379,1.0,true,Pinj_bus_14
QinjMeas,Osthof_110,,,,,,7.681541114778391,1.0,true,Qinj_bus_14
VmMeas,Westeck_110,,,,,,0.9949554743973239,0.005,true,Vm_bus_15
PinjMeas,Westeck_110,,,,,,0.006357301502441954,1.0,true,Pinj_bus_15
QinjMeas,Westeck_110,,,,,,-1.0459946615342797,1.0,true,Qinj_bus_15
VmMeas,Nordkamp_110,,,,,,1.00090034119385,0.005,true,Vm_bus_16
PinjMeas,Nordkamp_110,,,,,,-19.99631444726936,1.0,true,Pinj_bus_16
QinjMeas,Nordkamp_110,,,,,,-7.479992166373845,1.0,true,Qinj_bus_16
VmMeas,Eichried_110,,,,,,1.000076647762277,0.005,true,Vm_bus_17
PinjMeas,Eichried_110,,,,,,-0.8510247949415386,1.0,true,Pinj_bus_17
QinjMeas,Eichried_110,,,,,,0.4959080596574789,1.0,true,Qinj_bus_17
VmMeas,Waldheim_110,,,,,,0.9689059196580563,0.005,true,Vm_bus_18
PinjMeas,Waldheim_110,,,,,,-17.07633792857025,1.0,true,Pinj_bus_18
QinjMeas,Waldheim_110,,,,,,-4.072497013483399,1.0,true,Qinj_bus_18
VmMeas,Steinmoor_110,,,,,,0.978737160791886,0.005,true,Vm_bus_19
PinjMeas,Steinmoor_110,,,,,,-0.17749354088629246,1.0,true,Pinj_bus_19
QinjMeas,Steinmoor_110,,,,,,0.14251277590220396,1.0,true,Qinj_bus_19
VmMeas,Lindloh_110,,,,,,0.9763648318193798,0.005,true,Vm_bus_20
PinjMeas,Lindloh_110,,,,,,-0.524239258295708,1.0,true,Pinj_bus_20
QinjMeas,Lindloh_110,,,,,,1.6118349385273247,1.0,true,Qinj_bus_20
VmMeas,Birkried_110,,,,,,0.9867030838971875,0.005,true,Vm_bus_21
PinjMeas,Birkried_110,,,,,,-2.929287264992504,1.0,true,Pinj_bus_21
QinjMeas,Birkried_110,,,,,,-0.04651444123364815,1.0,true,Qinj_bus_21
VmMeas,Eichwik_110,,,,,,0.97699293536866,0.005,true,Vm_bus_22
PinjMeas,Eichwik_110,,,,,,-11.43179674302595,1.0,true,Pinj_bus_22
QinjMeas,Eichwik_110,,,,,,-4.5083821512934446,1.0,true,Qinj_bus_22
VmMeas,Falkbrok_110,,,,,,0.975919245878903,0.005,true,Vm_bus_23
PinjMeas,Falkbrok_110,,,,,,0.9155799832521093,1.0,true,Pinj_bus_23
QinjMeas,Falkbrok_110,,,,,,0.9154474090383001,1.0,true,Qinj_bus_23
VmMeas,Bornau_110,,,,,,0.9653937275978439,0.005,true,Vm_bus_24
PinjMeas,Bornau_110,,,,,,-0.036060420214021144,1.0,true,Pinj_bus_24
QinjMeas,Bornau_110,,,,,,-1.0473348298790042,1.0,true,Qinj_bus_24
VmMeas,Holtbach_110,,,,,,0.9603264063723047,0.005,true,Vm_bus_25
PinjMeas,Holtbach_110,,,,,,-10.551782094304905,1.0,true,Pinj_bus_25
QinjMeas,Holtbach_110,,,,,,-3.70207314381507,1.0,true,Qinj_bus_25
VmMeas,Rossberg_110,,,,,,0.9631400292726627,0.005,true,Vm_bus_26
PinjMeas,Rossberg_110,,,,,,-0.2173218217840305,1.0,true,Pinj_bus_26
QinjMeas,Rossberg_110,,,,,,0.8924845335487087,1.0,true,Qinj_bus_26
VmMeas,Sandfeld_110,,,,,,0.9773051142037436,0.005,true,Vm_bus_27
PinjMeas,Sandfeld_110,,,,,,1.7709282504969472,1.0,true,Pinj_bus_27
QinjMeas,Sandfeld_110,,,,,,-0.8903708155908647,1.0,true,Qinj_bus_27
VmMeas,Neutal_20,,,,,,0.943884146270284,0.005,true,Vm_bus_28
PinjMeas,Neutal_20,,,,,,-1.3498986378135933,1.0,true,Pinj_bus_28
QinjMeas,Neutal_20,,,,,,0.6175412284247259,1.0,true,Qinj_bus_28
VmMeas,Alttal_20,,,,,,0.9297814317627213,0.005,true,Vm_bus_29
PinjMeas,Alttal_20,,,,,,-1.3571416989087641,1.0,true,Pinj_bus_29
QinjMeas,Alttal_20,,,,,,-0.45582303547213754,1.0,true,Qinj_bus_29
VmMeas,Neusee_20,,,,,,0.8947321179445258,0.005,true,Vm_bus_30
PinjMeas,Neusee_20,,,,,,4.052416610054405,1.0,true,Pinj_bus_30
QinjMeas,Neusee_20,,,,,,-0.38444098664891796,1.0,true,Qinj_bus_30
VmMeas,Oberhof_20,,,,,,0.8521199835996033,0.005,true,Vm_bus_31
PinjMeas,Oberhof_20,,,,,,-1.053301336742251,1.0,true,Pinj_bus_31
QinjMeas,Oberhof_20,,,,,,-1.1180032127269506,1.0,true,Qinj_bus_31
VmMeas,Osteck_20,,,,,,0.8373480868943103,0.005,true,Vm_bus_32
PinjMeas,Osteck_20,,,,,,-0.2608842502670794,1.0,true,Pinj_bus_32
QinjMeas,Osteck_20,,,,,,-1.8639222579630472,1.0,true,Qinj_bus_32
VmMeas,Westkamp_20,,,,,,0.8266320674335913,0.005,true,Vm_bus_33
PinjMeas,Westkamp_20,,,,,,-1.4413245371212153,1.0,true,Pinj_bus_33
QinjMeas,Westkamp_20,,,,,,1.050454927252345,1.0,true,Qinj_bus_33
VmMeas,Nordheim_20,,,,,,0.8004016418547847,0.005,true,Vm_bus_34
PinjMeas,Nordheim_20,,,,,,-0.16413467064157472,1.0,true,Pinj_bus_34
QinjMeas,Nordheim_20,,,,,,1.3666279195701403,1.0,true,Qinj_bus_34
VmMeas,Waldmoor_20,,,,,,0.8050593187111503,0.005,true,Vm_bus_35
PinjMeas,Waldmoor_20,,,,,,-1.849736677933793,1.0,true,Pinj_bus_35
QinjMeas,Waldmoor_20,,,,,,-1.7879783695023774,1.0,true,Qinj_bus_35
VmMeas,Steinloh_20,,,,,,0.7932667438307546,0.005,true,Vm_bus_36
PinjMeas,Steinloh_20,,,,,,2.7365828311908498,1.0,true,Pinj_bus_36
QinjMeas,Steinloh_20,,,,,,0.3899122357469715,1.0,true,Qinj_bus_36
VmMeas,Lindried_20,,,,,,0.7835543321642959,0.005,true,Vm_bus_37
PinjMeas,Lindried_20,,,,,,-1.1215652355960382,1.0,true,Pinj_bus_37
QinjMeas,Lindried_20,,,,,,0.34585555153457614,1.0,true,Qinj_bus_37
VmMeas,Birkwik_20,,,,,,0.7807407243936867,0.005,true,Vm_bus_38
PinjMeas,Birkwik_20,,,,,,-0.12483496888294321,1.0,true,Pinj_bus_38
QinjMeas,Birkwik_20,,,,,,0.07098197635369259,1.0,true,Qinj_bus_38
VmMeas,Eichbrok_20,,,,,,0.7773430391139103,0.005,true,Vm_bus_39
PinjMeas,Eichbrok_20,,,,,,-2.5369412204638904,1.0,true,Pinj_bus_39
QinjMeas,Eichbrok_20,,,,,,-0.9238672768301441,1.0,true,Qinj_bus_39
VmMeas,Falkau_20,,,,,,0.9136485667511652,0.005,true,Vm_bus_40
PinjMeas,Falkau_20,,,,,,-1.0976150598662338,1.0,true,Pinj_bus_40
QinjMeas,Falkau_20,,,,,,0.4985316906804904,1.0,true,Qinj_bus_40
VmMeas,Bornbach_20,,,,,,0.8938050269624803,0.005,true,Vm_bus_41
PinjMeas,Bornbach_20,,,,,,-1.505844416733726,1.0,true,Pinj_bus_41
QinjMeas,Bornbach_20,,,,,,-0.7034991761186823,1.0,true,Qinj_bus_41
VmMeas,Holtberg_20,,,,,,0.8722034074447013,0.005,true,Vm_bus_42
PinjMeas,Holtberg_20,,,,,,5.363514587829764,1.0,true,Pinj_bus_42
QinjMeas,Holtberg_20,,,,,,2.152378838163513,1.0,true,Qinj_bus_42
VmMeas,Rossfeld_20,,,,,,0.8419552011350828,0.005,true,Vm_bus_43
PinjMeas,Rossfeld_20,,,,,,-3.025178959821404,1.0,true,Pinj_bus_43
QinjMeas,Rossfeld_20,,,,,,-0.9317300836324344,1.0,true,Qinj_bus_43
VmMeas,Sanddorf_20,,,,,,0.81426436835959,0.005,true,Vm_bus_44
PinjMeas,Sanddorf_20,,,,,,-0.03328500031178324,1.0,true,Pinj_bus_44
QinjMeas,Sanddorf_20,,,,,,0.8837366198386599,1.0,true,Qinj_bus_44
VmMeas,Altsee_20,,,,,,0.799610433811509,0.005,true,Vm_bus_45
PinjMeas,Altsee_20,,,,,,-2.711328425753809,1.0,true,Pinj_bus_45
QinjMeas,Altsee_20,,,,,,-0.33433667226640595,1.0,true,Qinj_bus_45
VmMeas,Neuhof_20,,,,,,0.7939330915959347,0.005,true,Vm_bus_46
PinjMeas,Neuhof_20,,,,,,1.604210356126922,1.0,true,Pinj_bus_46
QinjMeas,Neuhof_20,,,,,,-1.4673534296739734,1.0,true,Qinj_bus_46
VmMeas,Obereck_20,,,,,,0.7836075882911744,0.005,true,Vm_bus_47
PinjMeas,Obereck_20,,,,,,-2.609616728623431,1.0,true,Pinj_bus_47
QinjMeas,Obereck_20,,,,,,-0.6157274802779376,1.0,true,Qinj_bus_47
VmMeas,Ostkamp_20,,,,,,0.9187161598708954,0.005,true,Vm_bus_48
PinjMeas,Ostkamp_20,,,,,,0.5175577913181958,1.0,true,Pinj_bus_48
QinjMeas,Ostkamp_20,,,,,,-1.8581055013762455,1.0,true,Qinj_bus_48
VmMeas,Westheim_20,,,,,,0.8946695832294609,0.005,true,Vm_bus_49
PinjMeas,Westheim_20,,,,,,-3.181362033141168,1.0,true,Pinj_bus_49
QinjMeas,Westheim_20,,,,,,-1.8068082639652052,1.0,true,Qinj_bus_49
VmMeas,Nordmoor_20,,,,,,0.8667261602235459,0.005,true,Vm_bus_50
PinjMeas,Nordmoor_20,,,,,,0.4123973685603427,1.0,true,Pinj_bus_50
QinjMeas,Nordmoor_20,,,,,,0.6567147531767554,1.0,true,Qinj_bus_50
VmMeas,Waldloh_20,,,,,,0.8419053642261028,0.005,true,Vm_bus_51
PinjMeas,Waldloh_20,,,,,,-2.347678146592472,1.0,true,Pinj_bus_51
QinjMeas,Waldloh_20,,,,,,-2.6136042997972524,1.0,true,Qinj_bus_51
VmMeas,Steinried_20,,,,,,0.8294350554185355,0.005,true,Vm_bus_52
PinjMeas,Steinried_20,,,,,,-0.9402610602618356,1.0,true,Pinj_bus_52
QinjMeas,Steinried_20,,,,,,-2.4851246832012293,1.0,true,Qinj_bus_52
VmMeas,Lindwik_20,,,,,,0.8112572574050292,0.005,true,Vm_bus_53
PinjMeas,Lindwik_20,,,,,,-3.661868491553245,1.0,true,Pinj_bus_53
QinjMeas,Lindwik_20,,,,,,-1.101709712366092,1.0,true,Qinj_bus_53
VmMeas,Birkbrok_20,,,,,,0.7951973655384306,0.005,true,Vm_bus_54
PinjMeas,Birkbrok_20,,,,,,-1.0019535735671385,1.0,true,Pinj_bus_54
QinjMeas,Birkbrok_20,,,,,,-0.3624285933995643,1.0,true,Qinj_bus_54
VmMeas,Eichau_110,,,,,,0.9976930910173073,0.005,true,Vm_bus_55
PinjMeas,Eichau_110,,,,,,0.9465981315549079,1.0,true,Pinj_bus_55
QinjMeas,Eichau_110,,,,,,0.28241389721796245,1.0,true,Qinj_bus_55
VmMeas,Falkbach_110,,,,,,0.974996263852565,0.005,true,Vm_bus_56
PinjMeas,Falkbach_110,,,,,,-0.2971559667123305,1.0,true,Pinj_bus_56
QinjMeas,Falkbach_110,,,,,,-0.6421469875370934,1.0,true,Qinj_bus_56
VmMeas,Bornberg_110,,,,,,0.9581504213329395,0.005,true,Vm_bus_57
PinjMeas,Bornberg_110,,,,,,0.6494662708562797,1.0,true,Pinj_bus_57
QinjMeas,Bornberg_110,,,,,,0.7302362197519668,1.0,true,Qinj_bus_57
VmMeas,Holtfeld_110,,,,,,0.9847644970544487,0.005,true,Vm_bus_58
PinjMeas,Holtfeld_110,,,,,,0.630979110945422,1.0,true,Pinj_bus_58
QinjMeas,Holtfeld_110,,,,,,-0.7527448539036354,1.0,true,Qinj_bus_58
VmMeas,Rossdorf_110,,,,,,1.0101872499417888,0.005,true,Vm_bus_59
PinjMeas,Rossdorf_110,,,,,,14.87278764006711,1.0,true,Pinj_bus_59
QinjMeas,Rossdorf_110,,,,,,4.339366417285596,1.0,true,Qinj_bus_59
VmMeas,Sandtal_110,,,,,,1.0099190974697454,0.005,true,Vm_bus_60
PinjMeas,Sandtal_110,,,,,,2.476436098933402,1.0,true,Pinj_bus_60
QinjMeas,Sandtal_110,,,,,,-0.7948060293115238,1.0,true,Qinj_bus_60
VmMeas,Althof_110,,,,,,1.0121487295069955,0.005,true,Vm_bus_61
PinjMeas,Althof_110,,,,,,-21.680192631678327,1.0,true,Pinj_bus_61
QinjMeas,Althof_110,,,,,,-6.1272925547029775,1.0,true,Qinj_bus_61
VmMeas,Bornbrok_110,,,,,,1.0063319484250677,0.005,true,Vm_bus_62
PinjMeas,Bornbrok_110,,,,,,1.6144798213648883,1.0,true,Pinj_bus_62
QinjMeas,Bornbrok_110,,,,,,-1.6037601927711864,1.0,true,Qinj_bus_62
VmMeas,Neueck_110,,,,,,0.9759571024732008,0.005,true,Vm_bus_63
PinjMeas,Neueck_110,,,,,,-16.40814994487936,1.0,true,Pinj_bus_63
QinjMeas,Neueck_110,,,,,,-7.130639020455202,1.0,true,Qinj_bus_63
VmMeas,Oberkamp_110,,,,,,0.9779597788623717,0.005,true,Vm_bus_64
PinjMeas,Oberkamp_110,,,,,,-2.447945183679781,1.0,true,Pinj_bus_64
QinjMeas,Oberkamp_110,,,,,,0.3060352750770641,1.0,true,Qinj_bus_64
VmMeas,Westmoor_110,,,,,,0.9898589351744541,0.005,true,Vm_bus_65
PinjMeas,Westmoor_110,,,,,,0.2895867160987776,1.0,true,Pinj_bus_65
QinjMeas,Westmoor_110,,,,,,-0.07984114737090695,1.0,true,Qinj_bus_65
VmMeas,Nordloh_110,,,,,,0.9830491063646198,0.005,true,Vm_bus_66
PinjMeas,Nordloh_110,,,,,,0.5431316151153083,1.0,true,Pinj_bus_66
QinjMeas,Nordloh_110,,,,,,0.4046581780600127,1.0,true,Qinj_bus_66
VmMeas,Waldried_110,,,,,,0.9895863008763515,0.005,true,Vm_bus_67
PinjMeas,Waldried_110,,,,,,-11.87424988310883,1.0,true,Pinj_bus_67
QinjMeas,Waldried_110,,,,,,-4.1685526477126436,1.0,true,Qinj_bus_67
VmMeas,Steinwik_110,,,,,,0.9774874320104846,0.005,true,Vm_bus_68
PinjMeas,Steinwik_110,,,,,,0.9674230820978874,1.0,true,Pinj_bus_68
QinjMeas,Steinwik_110,,,,,,0.02418878571401712,1.0,true,Qinj_bus_68
VmMeas,Lindbrok_110,,,,,,0.9710079587907483,0.005,true,Vm_bus_69
PinjMeas,Lindbrok_110,,,,,,-0.8372499844862707,1.0,true,Pinj_bus_69
QinjMeas,Lindbrok_110,,,,,,-0.9188321128515393,1.0,true,Qinj_bus_69
VmMeas,Birkau_110,,,,,,0.9548220518433459,0.005,true,Vm_bus_70
PinjMeas,Birkau_110,,,,,,-8.030054075655714,1.0,true,Pinj_bus_70
QinjMeas,Birkau_110,,,,,,-3.090763594924424,1.0,true,Qinj_bus_70
VmMeas,Eichbach_110,,,,,,0.9614705346060665,0.005,true,Vm_bus_71
PinjMeas,Eichbach_110,,,,,,-1.2010374140140057,1.0,true,Pinj_bus_71
QinjMeas,Eichbach_110,,,,,,0.2015441926677439,1.0,true,Qinj_bus_71
VmMeas,Falkberg_110,,,,,,0.9709305505071915,0.005,true,Vm_bus_72
PinjMeas,Falkberg_110,,,,,,0.4954980607904062,1.0,true,Pinj_bus_72
QinjMeas,Falkberg_110,,,,,,-1.4375867364368673,1.0,true,Qinj_bus_72
VmMeas,Bornberg_20,,,,,,0.9539022595051403,0.005,true,Vm_bus_73
PinjMeas,Bornberg_20,,,,,,0.9286072075535049,1.0,true,Pinj_bus_73
QinjMeas,Bornberg_20,,,,,,0.5117702623622867,1.0,true,Qinj_bus_73
VmMeas,Bornfeld_20,,,,,,0.9272405296819793,0.005,true,Vm_bus_74
PinjMeas,Bornfeld_20,,,,,,-4.745444437604531,1.0,true,Pinj_bus_74
QinjMeas,Bornfeld_20,,,,,,-1.851740225416315,1.0,true,Qinj_bus_74
VmMeas,Holtdorf_20,,,,,,0.8904551241913272,0.005,true,Vm_bus_75
PinjMeas,Holtdorf_20,,,,,,2.7844538343730694,1.0,true,Pinj_bus_75
QinjMeas,Holtdorf_20,,,,,,-1.2695984312842,1.0,true,Qinj_bus_75
VmMeas,Rosstal_20,,,,,,0.8688334852797166,0.005,true,Vm_bus_76
PinjMeas,Rosstal_20,,,,,,-3.261869859922534,1.0,true,Pinj_bus_76
QinjMeas,Rosstal_20,,,,,,-0.021919429741191876,1.0,true,Qinj_bus_76
VmMeas,Sandsee_20,,,,,,0.8401364655393769,0.005,true,Vm_bus_77
PinjMeas,Sandsee_20,,,,,,-0.5346590214258565,1.0,true,Pinj_bus_77
QinjMeas,Sandsee_20,,,,,,0.01427288100105349,1.0,true,Qinj_bus_77
VmMeas,Alteck_20,,,,,,0.8186732405405994,0.005,true,Vm_bus_78
PinjMeas,Alteck_20,,,,,,-2.5867177961664227,1.0,true,Pinj_bus_78
QinjMeas,Alteck_20,,,,,,-1.0005224598744622,1.0,true,Qinj_bus_78
VmMeas,Neukamp_20,,,,,,0.7929890936347581,0.005,true,Vm_bus_79
PinjMeas,Neukamp_20,,,,,,1.1787016291739225,1.0,true,Pinj_bus_79
QinjMeas,Neukamp_20,,,,,,1.5131561159073499,1.0,true,Qinj_bus_79
VmMeas,Oberheim_20,,,,,,0.8056133346161765,0.005,true,Vm_bus_80
PinjMeas,Oberheim_20,,,,,,-1.6623746948237186,1.0,true,Pinj_bus_80
QinjMeas,Oberheim_20,,,,,,-0.05242043891394188,1.0,true,Qinj_bus_80
VmMeas,Ostmoor_20,,,,,,0.7932605485775898,0.005,true,Vm_bus_81
PinjMeas,Ostmoor_20,,,,,,3.594493636484154,1.0,true,Pinj_bus_81
QinjMeas,Ostmoor_20,,,,,,0.750021012202706,1.0,true,Qinj_bus_81
VmMeas,Westloh_20,,,,,,0.7814833812331583,0.005,true,Vm_bus_82
PinjMeas,Westloh_20,,,,,,-5.067449671332799,1.0,true,Pinj_bus_82
QinjMeas,Westloh_20,,,,,,-0.10485861811907604,1.0,true,Qinj_bus_82
VmMeas,Nordried_20,,,,,,0.7849277200981895,0.005,true,Vm_bus_83
PinjMeas,Nordried_20,,,,,,-0.7189320633360141,1.0,true,Pinj_bus_83
QinjMeas,Nordried_20,,,,,,-0.6865265573702383,1.0,true,Qinj_bus_83
VmMeas,Waldwik_20,,,,,,0.7772398944675732,0.005,true,Vm_bus_84
PinjMeas,Waldwik_20,,,,,,-1.5063814266804871,1.0,true,Pinj_bus_84
QinjMeas,Waldwik_20,,,,,,-0.5325847832370907,1.0,true,Qinj_bus_84
VmMeas,Steinbrok_20,,,,,,0.9241665092245727,0.005,true,Vm_bus_85
PinjMeas,Steinbrok_20,,,,,,-1.0486704969209268,1.0,true,Pinj_bus_85
QinjMeas,Steinbrok_20,,,,,,0.3053963022253651,1.0,true,Qinj_bus_85
VmMeas,Lindau_20,,,,,,0.8861075157729111,0.005,true,Vm_bus_86
PinjMeas,Lindau_20,,,,,,-2.197812665803617,1.0,true,Pinj_bus_86
QinjMeas,Lindau_20,,,,,,-2.232840504183269,1.0,true,Qinj_bus_86
VmMeas,Birkbach_20,,,,,,0.8752633162415563,0.005,true,Vm_bus_87
PinjMeas,Birkbach_20,,,,,,3.5678670326040507,1.0,true,Pinj_bus_87
QinjMeas,Birkbach_20,,,,,,1.2257135389484368,1.0,true,Qinj_bus_87
VmMeas,Eichberg_20,,,,,,0.8348167014819192,0.005,true,Vm_bus_88
PinjMeas,Eichberg_20,,,,,,-2.1705712490736757,1.0,true,Pinj_bus_88
QinjMeas,Eichberg_20,,,,,,-1.624806587745728,1.0,true,Qinj_bus_88
VmMeas,Falkfeld_20,,,,,,0.8205624317382816,0.005,true,Vm_bus_89
PinjMeas,Falkfeld_20,,,,,,1.1926625858837752,1.0,true,Pinj_bus_89
QinjMeas,Falkfeld_20,,,,,,1.1160085045060733,1.0,true,Qinj_bus_89
VmMeas,Borndorf_20,,,,,,0.8092458163567698,0.005,true,Vm_bus_90
PinjMeas,Borndorf_20,,,,,,-2.2813574450329503,1.0,true,Pinj_bus_90
QinjMeas,Borndorf_20,,,,,,-0.9140284338680917,1.0,true,Qinj_bus_90
VmMeas,Holttal_20,,,,,,0.7942936577365214,0.005,true,Vm_bus_91
PinjMeas,Holttal_20,,,,,,2.6613369957915425,1.0,true,Pinj_bus_91
QinjMeas,Holttal_20,,,,,,-1.336067372371492,1.0,true,Qinj_bus_91
VmMeas,Rosssee_20,,,,,,0.7811330213285759,0.005,true,Vm_bus_92
PinjMeas,Rosssee_20,,,,,,-2.0082811118054402,1.0,true,Pinj_bus_92
QinjMeas,Rosssee_20,,,,,,-0.6081855294710383,1.0,true,Qinj_bus_92
VmMeas,Sandhof_20,,,,,,0.9214482984078715,0.005,true,Vm_bus_93
PinjMeas,Sandhof_20,,,,,,-0.6791243429812183,1.0,true,Pinj_bus_93
QinjMeas,Sandhof_20,,,,,,-1.069968328724814,1.0,true,Qinj_bus_93
VmMeas,Altkamp_20,,,,,,0.8983408714232904,0.005,true,Vm_bus_94
PinjMeas,Altkamp_20,,,,,,-2.663428429206614,1.0,true,Pinj_bus_94
QinjMeas,Altkamp_20,,,,,,-1.121780686951326,1.0,true,Qinj_bus_94
VmMeas,Neuheim_20,,,,,,0.8664268250795674,0.005,true,Vm_bus_95
PinjMeas,Neuheim_20,,,,,,-1.6776390072270864,1.0,true,Pinj_bus_95
QinjMeas,Neuheim_20,,,,,,-0.6695119263540082,1.0,true,Qinj_bus_95
VmMeas,Obermoor_20,,,,,,0.8353179057866669,0.005,true,Vm_bus_96
PinjMeas,Obermoor_20,,,,,,-3.334900920121343,1.0,true,Pinj_bus_96
QinjMeas,Obermoor_20,,,,,,-1.5876841163146294,1.0,true,Qinj_bus_96
VmMeas,Ostloh_20,,,,,,0.8125425020910849,0.005,true,Vm_bus_97
PinjMeas,Ostloh_20,,,,,,1.0323695529714905,1.0,true,Pinj_bus_97
QinjMeas,Ostloh_20,,,,,,1.2500261115630198,1.0,true,Qinj_bus_97
VmMeas,Westried_20,,,,,,0.801834807187064,0.005,true,Vm_bus_98
PinjMeas,Westried_20,,,,,,-3.255997483153245,1.0,true,Pinj_bus_98
QinjMeas,Westried_20,,,,,,-1.4286984830142604,1.0,true,Qinj_bus_98
VmMeas,Nordwik_20,,,,,,0.7963506163715639,0.005,true,Vm_bus_99
PinjMeas,Nordwik_20,,,,,,-0.2871811085395501,1.0,true,Pinj_bus_99
QinjMeas,Nordwik_20,,,,,,0.4336031820406621,1.0,true,Qinj_bus_99
VmMeas,Waldbrok_110,,,,,,1.0012556158370793,0.005,true,Vm_bus_100
PinjMeas,Waldbrok_110,,,,,,0.23813698421760657,1.0,true,Pinj_bus_100
QinjMeas,Waldbrok_110,,,,,,-0.29438830320616827,1.0,true,Qinj_bus_100
VmMeas,Lindbach_110,,,,,,0.9835021818081873,0.005,true,Vm_bus_101
PinjMeas,Lindbach_110,,,,,,1.263445744968466,1.0,true,Pinj_bus_101
QinjMeas,Lindbach_110,,,,,,1.5670375170539932,1.0,true,Qinj_bus_101
VmMeas,Birkberg_110,,,,,,0.9621579625229564,0.005,true,Vm_bus_102
PinjMeas,Birkberg_110,,,,,,1.4315233160314156,1.0,true,Pinj_bus_102
QinjMeas,Birkberg_110,,,,,,0.49617932822399524,1.0,true,Qinj_bus_102
VmMeas,Eichfeld_110,,,,,,0.9884649167607609,0.005,true,Vm_bus_103
PinjMeas,Eichfeld_110,,,,,,-0.6929240154042576,1.0,true,Pinj_bus_103
QinjMeas,Eichfeld_110,,,,,,1.6757003825442494,1.0,true,Qinj_bus_103
VmMeas,Falkdorf_110,,,,,,1.0106442486501703,0.005,true,Vm_bus_104
