# sparlectra-measurements v1
# baddata: row 60 value scaled by 10 for the diagnostics demo
# case: sp_case14.scf.json
# generator: Sparlectra measurement generator, seed=20260914
# noise: gaussian per-type stddev (measurementStdDevs)
type,bus,from_bus,to_bus,branch_nr,link_nr,direction,value,sigma,active,id
VmMeas,Ilmrode_110,,,,,,0.9822746835256619,0.005,true,Vm_bus_9
PinjMeas,Ilmrode_110,,,,,,-12.095786824660626,1.0,true,Pinj_bus_9
QinjMeas,Ilmrode_110,,,,,,-3.765246637489321,1.0,true,Qinj_bus_9
VmMeas,Moorau_20,,,,,,0.988097820990034,0.005,true,Vm_bus_10
PinjMeas,Moorau_20,,,,,,-7.738606521652628,1.0,true,Pinj_bus_10
QinjMeas,Moorau_20,,,,,,-2.9346159629162054,1.0,true,Qinj_bus_10
VmMeas,Hassel_20,,,,,,0.9430499600951995,0.005,true,Vm_bus_11
PinjMeas,Hassel_20,,,,,,-3.759227193734697,1.0,true,Pinj_bus_11
QinjMeas,Hassel_20,,,,,,-1.7656493738719863,1.0,true,Qinj_bus_11
VmMeas,Kleinau_20,,,,,,0.9253572192395855,0.005,true,Vm_bus_12
PinjMeas,Kleinau_20,,,,,,-3.5518518747257213,1.0,true,Pinj_bus_12
QinjMeas,Kleinau_20,,,,,,-1.5775636208244603,1.0,true,Qinj_bus_12
VmMeas,Torfloh_20,,,,,,0.9198342432050161,0.005,true,Vm_bus_13
PinjMeas,Torfloh_20,,,,,,-1.1397392236508526,1.0,true,Pinj_bus_13
QinjMeas,Torfloh_20,,,,,,-0.848925490969986,1.0,true,Qinj_bus_13
VmMeas,Wehrden_20,,,,,,0.975364680784087,0.005,true,Vm_bus_14
PinjMeas,Wehrden_20,,,,,,-8.152026304147109,1.0,true,Pinj_bus_14
QinjMeas,Wehrden_20,,,,,,-1.8539284453823162,1.0,true,Qinj_bus_14
PflowMeas,,Ostheim_110,Neuwiese_110,1,,from,6.543879399471448,1.0,true,Pflow_branch_1_from
PflowMeas,,Ostheim_110,Neuwiese_110,1,,to,-4.187748199250282,1.0,true,Pflow_branch_1_to
QflowMeas,,Ostheim_110,Neuwiese_110,1,,from,4.155991237813998,1.0,true,Qflow_branch_1_from
QflowMeas,,Ostheim_110,Neuwiese_110,1,,to,-2.5869683906502443,1.0,true,Qflow_branch_1_to
PflowMeas,,Ostheim_110,Neuwiese_110,2,,from,4.862406767301012,1.0,true,Pflow_branch_2_from
PflowMeas,,Ostheim_110,Neuwiese_110,2,,to,-4.207001108627167,1.0,true,Pflow_branch_2_to
QflowMeas,,Ostheim_110,Neuwiese_110,2,,from,4.304714617466051,1.0,true,Qflow_branch_2_from
QflowMeas,,Ostheim_110,Neuwiese_110,2,,to,-3.565049108566956,1.0,true,Qflow_branch_2_to
PflowMeas,,Neuwiese_110,Moorau_110,3,,from,4.1109700912425735,1.0,true,Pflow_branch_3_from
PflowMeas,,Neuwiese_110,Moorau_110,3,,to,-3.4226361678837045,1.0,true,Pflow_branch_3_to
QflowMeas,,Neuwiese_110,Moorau_110,3,,from,4.081946628937388,1.0,true,Qflow_branch_3_from
QflowMeas,,Neuwiese_110,Moorau_110,3,,to,-2.7566151332327404,1.0,true,Qflow_branch_3_to
PflowMeas,,Moorau_110,Dallwitz_110,4,,from,-157.21595108891438,1.0,true,Pflow_branch_4_from
PflowMeas,,Moorau_110,Dallwitz_110,4,,to,17.012996794973557,1.0,true,Pflow_branch_4_to
QflowMeas,,Moorau_110,Dallwitz_110,4,,from,0.033616646893382174,1.0,true,Qflow_branch_4_from
QflowMeas,,Moorau_110,Dallwitz_110,4,,to,2.2032697033663675,1.0,true,Qflow_branch_4_to
PflowMeas,,Dallwitz_110,Roggau_110,5,,from,14.887420044602951,1.0,true,Pflow_branch_5_from
PflowMeas,,Dallwitz_110,Roggau_110,5,,to,-13.76993765853337,1.0,true,Pflow_branch_5_to
QflowMeas,,Dallwitz_110,Roggau_110,5,,from,2.263512675752212,1.0,true,Qflow_branch_5_from
QflowMeas,,Dallwitz_110,Roggau_110,5,,to,-4.095014833626037,1.0,true,Qflow_branch_5_to
PflowMeas,,Roggau_110,Eichloh_110,6,,from,-8.489561571013645,1.0,true,Pflow_branch_6_from
PflowMeas,,Roggau_110,Eichloh_110,6,,to,7.7871866243838745,1.0,true,Pflow_branch_6_to
QflowMeas,,Roggau_110,Eichloh_110,6,,from,-3.360699581348621,1.0,true,Qflow_branch_6_from
QflowMeas,,Roggau_110,Eichloh_110,6,,to,2.1910698520437264,1.0,true,Qflow_branch_6_to
PflowMeas,,Eichloh_110,Wehrden_110,7,,from,10.527611908140448,1.0,true,Pflow_branch_7_from
PflowMeas,,Eichloh_110,Wehrden_110,7,,to,-9.946085035729904,1.0,true,Pflow_branch_7_to
QflowMeas,,Eichloh_110,Wehrden_110,7,,from,0.9297986400595608,1.0,true,Qflow_branch_7_from
QflowMeas,,Eichloh_110,Wehrden_110,7,,to,-1.4515276457080388,1.0,true,Qflow_branch_7_to
PflowMeas,,Wehrden_110,Blanksee_110,8,,from,3.0402265003098954,1.0,true,Pflow_branch_8_from
PflowMeas,,Wehrden_110,Blanksee_110,8,,to,-1.9692817940187675,1.0,true,Pflow_branch_8_to
QflowMeas,,Wehrden_110,Blanksee_110,8,,from,-1.745360907057545,1.0,true,Qflow_branch_8_from
QflowMeas,,Wehrden_110,Blanksee_110,8,,to,0.5031683998842813,1.0,true,Qflow_branch_8_to
PflowMeas,,Blanksee_110,Ostheim_110,9,,from,-10.189801291581448,1.0,true,Pflow_branch_9_from
PflowMeas,,Blanksee_110,Ostheim_110,9,,to,10.232474784744069,1.0,true,Pflow_branch_9_to
QflowMeas,,Blanksee_110,Ostheim_110,9,,from,-5.655700003923526,1.0,true,Qflow_branch_9_from
QflowMeas,,Blanksee_110,Ostheim_110,9,,to,5.739309676619661,1.0,true,Qflow_branch_9_to
PflowMeas,,Neuwiese_110,Ilmrode_110,10,,from,6.41908579247634,1.0,true,Pflow_branch_10_from
PflowMeas,,Neuwiese_110,Ilmrode_110,10,,to,-5.655912741648016,1.0,true,Pflow_branch_10_to
QflowMeas,,Neuwiese_110,Ilmrode_110,10,,from,4.404860520126891,1.0,true,Qflow_branch_10_from
QflowMeas,,Neuwiese_110,Ilmrode_110,10,,to,-3.2908331049965893,1.0,true,Qflow_branch_10_to
PflowMeas,,Ilmrode_110,Roggau_110,11,,from,-4.306444273875788,1.0,true,Pflow_branch_11_from
PflowMeas,,Ilmrode_110,Roggau_110,11,,to,4.168824905774495,1.0,true,Pflow_branch_11_to
QflowMeas,,Ilmrode_110,Roggau_110,11,,from,0.4188125193698452,1.0,true,Qflow_branch_11_from
QflowMeas,,Ilmrode_110,Roggau_110,11,,to,-1.497959375090832,1.0,true,Qflow_branch_11_to
PflowMeas,,Moorau_110,Wehrden_110,12,,from,0.6059975508551871,1.0,true,Pflow_branch_12_from
PflowMeas,,Moorau_110,Wehrden_110,12,,to,-0.5980611405825462,1.0,true,Pflow_branch_12_to
QflowMeas,,Moorau_110,Wehrden_110,12,,from,0.2938785028657619,1.0,true,Qflow_branch_12_from
QflowMeas,,Moorau_110,Wehrden_110,12,,to,-0.06001185476211901,1.0,true,Qflow_branch_12_to
PflowMeas,,Moorau_20,Hassel_20,13,,from,12.37919432139358,1.0,true,Pflow_branch_13_from
PflowMeas,,Moorau_20,Hassel_20,13,,to,-10.833713300794425,1.0,true,Pflow_branch_13_to
QflowMeas,,Moorau_20,Hassel_20,13,,from,4.395248803253443,1.0,true,Qflow_branch_13_from
QflowMeas,,Moorau_20,Hassel_20,13,,to,-4.479155102111892,1.0,true,Qflow_branch_13_to
PflowMeas,,Hassel_20,Kleinau_20,14,,from,6.398884647568007,1.0,true,Pflow_branch_14_from
PflowMeas,,Hassel_20,Kleinau_20,14,,to,-6.591397704857292,1.0,true,Pflow_branch_14_to
QflowMeas,,Hassel_20,Kleinau_20,14,,from,5.237833042911859,1.0,true,Qflow_branch_14_from
QflowMeas,,Hassel_20,Kleinau_20,14,,to,-1.6368083798871047,1.0,true,Qflow_branch_14_to
PflowMeas,,Kleinau_20,Torfloh_20,15,,from,1.96055517643915,1.0,true,Pflow_branch_15_from
PflowMeas,,Kleinau_20,Torfloh_20,15,,to,-3.972117427929713,1.0,true,Pflow_branch_15_to
QflowMeas,,Kleinau_20,Torfloh_20,15,,from,1.9872047431224906,1.0,true,Qflow_branch_15_from
QflowMeas,,Kleinau_20,Torfloh_20,15,,to,-1.4235849997399415,1.0,true,Qflow_branch_15_to
PflowMeas,,Moorau_110,Moorau_20,16,,from,19.151729145245458,1.0,true,Pflow_branch_16_from
PflowMeas,,Moorau_110,Moorau_20,16,,to,-19.113050257334717,1.0,true,Pflow_branch_16_to
QflowMeas,,Moorau_110,Moorau_20,16,,from,2.681209864467796,1.0,true,Qflow_branch_16_from
QflowMeas,,Moorau_110,Moorau_20,16,,to,0.5325016445313737,1.0,true,Qflow_branch_16_to
PflowMeas,,Wehrden_110,Wehrden_20,17,,from,6.70504195273719,1.0,true,Pflow_branch_17_from
PflowMeas,,Wehrden_110,Wehrden_20,17,,to,-7.838962665885763,1.0,true,Pflow_branch_17_to
QflowMeas,,Wehrden_110,Wehrden_20,17,,from,2.4930873973953624,1.0,true,Qflow_branch_17_from
QflowMeas,,Wehrden_110,Wehrden_20,17,,to,-1.6974211751636235,1.0,true,Qflow_branch_17_to
