"id","position","side","rho","r","x","g","b"
"84ed55f4-61f5-4d9d-8755-bba7b877a246",21,"TWO",0.9756097560975611,0.0,0.0,0.0,0.0
"84ed55f4-61f5-4d9d-8755-bba7b877a246",22,"TWO",0.9696969696969697,0.0,0.0,0.0,0.0
"84ed55f4-61f5-4d9d-8755-bba7b877a246",23,"TWO",0.9638554216867469,0.0,0.0,0.0,0.0
"84ed55f4-61f5-4d9d-8755-bba7b877a246",24,"TWO",0.9580838323353293,0.0,0.0,0.0,0.0
"84ed55f4-61f5-4d9d-8755-bba7b877a246",25,"TWO",0.9523809523809523,0.0,0.0,0.0,0.0
"84ed55f4-61f5-4d9d-8755-bba7b877a246",26,"TWO",0.9467455621301776,0.0,0.0,0.0,0.0
"84ed55f4-61f5-4d9d-8755-bba7b877a246",27,"TWO",0.9411764705882353,0.0,0.0,0.0,0.0
"84ed55f4-61f5-4d9d-8755-bba7b877a246",28,"TWO",0.935672514619883,0.0,0.0,0.0,0.0
"84ed55f4-61f5-4d9d-8755-bba7b877a246",29,"TWO",0.9302325581395349,0.0,0.0,0.0,0.0
"84ed55f4-61f5-4d9d-8755-bba7b877a246",30,"TWO",0.9248554913294798,0.0,0.0,0.0,0.0
"84ed55f4-61f5-4d9d-8755-bba7b877a246",31,"TWO",0.9195402298850576,0.0,0.0,0.0,0.0
"84ed55f4-61f5-4d9d-8755-bba7b877a246",32,"TWO",0.9142857142857143,0.0,0.0,0.0,0.0
"84ed55f4-61f5-4d9d-8755-bba7b877a246",33,"TWO",0.9090909090909091,0.0,0.0,0.0,0.0
